LABORATORIO,PROVEEDOR,CUM,DESCRIPCION,PRECIO,CUM2,IVA,PRINCIPIO ACTIVO,REGULADOS,reg invima
TECNOQUIMICAS,TECNOQUIMICAS,0,YODOPOVIDONA MK BUCOFARINGEO,"$15,672",,0,YODOPOLIVINILPIRROLIDONA 8 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ACETAMINOFEN FORTE MK INST,$464,,0,ACETAMINOFEN + CAFEINA 500 MG + 65 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ACETAMINOFEN MK 500MG INS TAB RECUB.,$338,,0,ACETAMINOFEN 500 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,IBUPROFENO MK 800MG INST,$235,,0,IBUPROFENO 800 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NAPROXENO SODICO MK 275MG INST,$373,,0,NAPROXENO SODICO 275 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,NAPROXENO SODICO MK 550MG INST,$595,,0,NAPROXENO SODICO 550 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALCOHOL ANTISEPTICO MK,"$6,246",,0,"ALCOHOL ETILICO 73,70000 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALCOHOL ANTISEPTICO MK,"$3,763",,0,"ALCOHOL ETILICO 73,70000 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALCOHOL ANTISEPTICO MK,"$1,799",,0,"ALCOHOL ETILICO 73,70000 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALCOHOL ANTISEPTICO MK,"$28,433",,0,"ALCOHOL ETILICO 73,70000 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALCOHOL ANTISEPTICO MK,"$28,434",,0,"ALCOHOL ETILICO 73,70000 GR",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODÓN POMOS MK,"$2,773",,0,ALGODÓN POMOS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODÓN POMOS MK,"$6,502",,0,ALGODÓN POMOS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODÓN ROLLO MK,"$17,495",,0,ALGODÓN ROLLO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODÓN TORUNDAS HOSPITALARIO MK,"$18,825",,0,ALGODÓN TORUNDAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODON TRADICIONAL MK,"$4,263",,0,ALGODÓN ZIGZAG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODON TRADICIONAL MK,"$2,132",,0,ALGODÓN ZIGZAG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ALGODON TRADICIONAL MK,"$1,066",,0,ALGODÓN ZIGZAG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND KIDS FEMENINAS,$537,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND KIDS MASCULINAS,$537,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND PREMIUM ELASTICA,$492,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND PREMIUM IMPERMEABLE,$318,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND PREMIUM IMPERMEABLE,$176,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND PREMIUM REDONDA,$44,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND PREMIUM SURTIDA,$318,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND VENDITAS STANDAR,$177,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CURAS CUREBAND VENDITAS STANDAR,$84,,0,CURITAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL FIXO 2"" X 11 YARDAS (5 X 10)","$26,597",,0,ESPARADRAPO FLEXIBLE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL FIXO 4"" X 11 YARDAS (10 X 10)","$35,303",,0,ESPARADRAPO FLEXIBLE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL FIXO 4"" X 2,2 YARDAS (10 X 2)","$18,744",,0,ESPARADRAPO FLEXIBLE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL FIXO 6"" X 11 YARDAS (15 X 10)","$64,241",,0,ESPARADRAPO FLEXIBLE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL TRANSPARENTE 1"" X 10 YARDAS","$3,770",,0,ESPARADRAPO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO CURE BAND MEDICAL TRANSPARENTE 2"" X 10 YARDAS","$7,538",,0,ESPARADRAPO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 1/2"" x 5 YARDAS","$7,854",,0,ESPARADRAPO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 1"" x 5 YARDAS","$12,491",,0,ESPARADRAPO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 2"" x 5 YARDAS","$22,946",,0,ESPARADRAPO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 3"" x 5 YARDAS","$30,228",,0,ESPARADRAPO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 4"" x 5 YARDAS","$40,861",,0,ESPARADRAPO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA CURE BAND 12"" x 10 YARDAS","$71,839",,0,ESPARADRAPO HOSPITALARIO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA TIPO HOSPITALARIO CURE BAND 1"" X 10 YARDAS","$71,839",,0,ESPARADRAPO HOSPITALARIO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA TIPO HOSPITALARIO CURE BAND 2"" X 10 YARDAS","$71,839",,0,ESPARADRAPO HOSPITALARIO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA TIPO HOSPITALARIO CURE BAND 3"" X 10 YARDAS","$71,839",,0,ESPARADRAPO HOSPITALARIO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO DE TELA TIPO HOSPITALARIO CURE BAND 4"" X 10 YARDAS","$71,839",,0,ESPARADRAPO HOSPITALARIO EN TELA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO CURE BAND BLANCO 3/4"" x 5 YARDAS","$14,092",,0,ESPARADRAPO MICROPOROSO BLANCO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO CURE BAND PIEL 1"" x 5 YARDAS","$13,836",,0,ESPARADRAPO MICROPOROSO PIEL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO CURE BAND PIEL 1/2"" x 5 YARDAS","$8,760",,0,ESPARADRAPO MICROPOROSO PIEL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO CURE BAND PIEL 2"" x 5 YARDAS","$22,023",,0,ESPARADRAPO MICROPOROSO PIEL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO CURE BAND PIEL 3/4"" x 5 YARDAS","$14,092",,0,ESPARADRAPO MICROPOROSO PIEL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND BLANCO 1"" x 10 YARDAS","$2,764",,0,ESPARADRAPO MICROPOROSO BLANCO HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND BLANCO 1/2"" x 10 YARDAS","$1,381",,0,ESPARADRAPO MICROPOROSO BLANCO HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND BLANCO 2"" x 10 YARDAS","$5,524",,0,ESPARADRAPO MICROPOROSO BLANCO HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND PIEL 1"" x 10 YARDAS","$2,764",,0,ESPARADRAPO MICROPOROSO PIEL HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND PIEL 1/2"" x 10 YARDAS","$1,381",,0,ESPARADRAPO MICROPOROSO PIEL HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"ESPARADRAPO MICROPOROSO HOSPITALARIO CURE BAND PIEL 2"" x 10 YARDAS","$5,524",,0,ESPARADRAPO MICROPOROSO PIEL HOSPITALARIO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"GASA ESTÉRIL ANTIADHERENTE CURE BAND 3"" X 3"" (7,5 X 7,5) UNIDADES",$236,,0,GASA ANTIADHERENTE ESTÉRIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"GASA ESTÉRIL ANTIADHERENTE CURE BAND 3"" X 3"" (7,5 X 7,5) UNIDADES",$349,,0,GASA ANTIADHERENTE ESTÉRIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"GASA ESTÉRIL ANTIADHERENTE CURE BAND 4"" X 4"" (10 X 10) UNIDADES",$319,,0,GASA ANTIADHERENTE ESTÉRIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"GASA ESTÉRIL ANTIADHERENTE CURE BAND 4"" X 4"" (10 X 10) UNIDADES",$551,,0,GASA ANTIADHERENTE ESTÉRIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,"GASA ESTÉRIL ANTIADHERENTE CURE BAND 3"" X 3"" (7,5 X 7,5) UNIDADES",$260,,0,GASA ANTIADHERENTE ESTÉRIL,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,YODOPOVIDONA MK 11GR,"$11,841",,0,YODOPOLIVINILPIRROLIDONA 11 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,YODOPOVIDONA MK 11GR,"$6,427",,0,YODOPOLIVINILPIRROLIDONA 11 GR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BOSENTAN MK 125 MG INST,"$5,523",,0,BOSENTAN MONOHIDRATO 125 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,BOSENTAN MK 62.5 MG INST,"$5,523",,0,"BOSENTAN MONOHIDRATO 62,5 MG",#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,ENZALUTAMIDA MK 40MG,"$17,850",,0,ENZALUTAMIDA 40 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,MACITENTAN MK 10 MG,"$73,500",,0,MACITENTAN 10 MG,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET1 + TOA x 20 RN,$606,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET1 + TOA x 20 RN,$606,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET0 + TOA x 20 RN,$465,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET0 + TOA x 20 RN,$465,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET0 + TOA x 20 RN,$465,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET0 + TOA x 20 RN,$465,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET1 + TOA x 20 RN,$606,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET1 + TOA x 20 RN,$606,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET 3 + TOALLITAS x 10 AV,$801,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET 3 + TOALLITAS x 10 AV,$801,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET4,"$1,020",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET4,"$1,020",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET5,"$1,092",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET5,"$1,092",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET6,"$1,216",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY GOLD ET6,"$1,216",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET1 + TOA x 20 ALOE,$525,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET1 + TOA x 20 ALOE,$525,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET2 + TOA x 10 ALOE,$627,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET2 + TOA x 10 ALOE,$627,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET3 + TOA x 10 ALOE,$764,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET3 + TOA x 10 ALOE,$764,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET3 + TOA x 10 ALOE,$764,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET3 + TOA x 10 ALOE,$764,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET4,$921,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET4,$921,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET4,$921,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET4,$921,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET5,"$1,011",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET5,"$1,011",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET5,"$1,011",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SEC ET5,"$1,011",,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET2 + TOA x 20 AV,$725,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET2 + TOA x 20 AV,$725,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET2 + TOA x 20 AV,$725,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,WINNY SENSITIVE ET2 + TOA x 20 AV,$725,,19,PAÑAL PARA BEBE NO APLICA,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TOALLITAS WINNY ALOE VERA 70 + 30 PE,$78,,19,TOALLITAS HÚMEDAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON STD TTE,$579,,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON STD TTE,"$1,108",,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON STD TTE,"$2,923",,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON STD TTE,"$1,696",,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON TTE INT,"$4,632",,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA OPP COLBON TTE INT,"$2,287",,19,CINTA POLIPROPILENO TRANSPARENTE,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA COLBON ENMASC ESTÁNDAR,"$6,128",,19,CINTA ENMASCARAR ESTÁNDAR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA COLBON ENMASC ESTÁNDAR,"$2,419",,19,CINTA ENMASCARAR ESTÁNDAR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA COLBON ENMASC ESTÁNDAR,"$1,780",,19,CINTA ENMASCARAR ESTÁNDAR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CINTA COLBON ENMASC ESTÁNDAR,"$3,086",,19,CINTA ENMASCARAR ESTÁNDAR,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL L,"$1,614",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL L,"$1,614",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL M,"$1,452",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL M,"$1,452",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL S,"$1,340",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL S,"$1,340",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL XL,"$1,776",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL XL,"$1,776",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV S,"$1,685",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV S,"$1,685",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV M,"$1,880",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV M,"$1,880",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV L,"$2,090",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV L,"$2,090",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV XL,"$2,298",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,CONTENT MEDICAL ADV XL,"$2,298",,19,PAÑAL PARA ADULTO,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TOALLAS HUMEDAS CONTENT,$110,,19,TOALLITAS HÚMEDAS,#N/D,
TECNOQUIMICAS,TECNOQUIMICAS,0,TOALLAS HUMEDAS CONTENT,$110,,19,TOALLITAS HÚMEDAS,#N/D,
LAFRANCOL,PHARMAPLUS,19959943-4,CLOPIDOGREL 75 MG,$282,19959943-4,0,"CLOPIDOGREL BISULFATO 97,875 MG EQUIVALENTE A CLOPIDOGREL BASE 75,0 MG",1540,2016M-0005364-R1
LAFRANCOL,PHARMAPLUS,19912977-2,CLOTRIMAZOL CREMA TOPICA TBO,"$4,538",19912977-2,0,CLOTRIMAZOL,#N/D,2020M-0000024-R3
PROCAPS GENERICOS COLMED,PHARMAPLUS,19995244-2,CLOTRIMAZOL CREMA TOPICA,"$4,898",19995244-2,0,CLOTRIMAZOL,#N/D,2008M-0008894
LAFRANCOL,PHARMAPLUS,19943151-6,CLOTRIMAZOL CREMA VAG TBO,"$6,050",19943151-6,0,CLOTRIMAZOL,#N/D,2015M-0003459-R1
PROCAPS FARMIONI,PHARMAPLUS,19995245-2,CLOTRIMAZOL 1% CREMA VAGINAL,"$5,555",19995245-2,0,CLOTRIMAZOL,#N/D,2022M-0008895-R1
ADIUM,PHARMAPLUS,19993409-9,COLMIBE 10MG + 10MG,"$1,445",19993409-9,0,ATORVASTATINA CALCICA 20.6 MG EQUIVALENTE A ATORVASTATINA,2575,2008M-0008983
ADIUM,PHARMAPLUS,19993410-9,COLMIBE 20 MG + 10MG,"$2,890",19993410-9,0,ATORVASTATINA CALCICA 20.6 MG EQUIVALENTE A ATORVASTATINA,5151,2023M-0008874-R1
ABBVIE EYE CARE,PHARMAPLUS,19956212-3,COMBIGAN,"$63,996",19956212-3,0,BRIMONIDINA TARTRATO,132830,2022M-0005447-R2
ABBVIE EYE CARE,PHARMAPLUS,19956212-3,COMBIGAN,"$130,923",19956212-3,0,BRIMONIDINA TARTRATO,132830,2022M-0005447-R2
BIOPAS LABORATORIES,PHARMAPLUS,19924352-2,CONTRACTUBEX GEL,"$92,087",19924352-2,0,ALANTOINA,#N/D,2019M-0000600-R2
BIOPAS LABORATORIES,PHARMAPLUS,19924352-8,CONTRACTUBEX GEL TÓPICO,"$92,086",19924352-8,0,ALANTOINA,#N/D,2019M-0000600-R2
SIEGFRIED INSTITUCIONAL,PHARMAPLUS,19935777-5,COQUAN 0.5 MG,$67,19935777-5,0,"CLONAZEPAM 0,5 MG",#N/D,2013M-0002375-R1
SIEGFRIED INSTITUCIONAL,PHARMAPLUS,19934941-5,COQUAN GOTAS 2.5 MG,"$5,683",19934941-5,0,CLONAZEPAM 2.5 MG,#N/D,2023M-0000487-R3
TECNOQUIMICAS,PHARMAPLUS,19906379-3,CREMA NO 4 MEDICADA,"$13,739",19906379-3,0,"OXIDO DE ZINC + NISTATINA 20 GR + 10,000,000 UI CREMA TOPICA",#N/D,2022M-14151-R2
LAFRANCOL,PHARMAPLUS,19905313-8,CREON 10.000 UI,"$1,505",19905313-8,0,POLVO DE PANCREAS EQUIVALENTE A PANCREATINA LA CUAL CONTIENE: 8.000 U PH EUR O 45600 U USP DE AMILASA. 10.000 U PH EUR O 10.000 U USP DE LIPASA Y 600 U PH EUR O 38400 U USP DE PROTEASA,#N/D,2016M-13915-R2
LAFRANCOL,PHARMAPLUS,20019972-5,CREON 25.000 UI,"$3,217",20019972-5,0,PANCREATINA CORRESPONDIENTE A: 18.000 U DE AMILASA. 25.000 U DE LIPASA. 1000 U DE PROTEASAS TOTALES,#N/D,2023M-0011611-R2
PROCAPS FARMA RX,PHARMAPLUS,19961660-4,CROMUS 0.03%,"$23,022",19961660-4,0,TACROLIMUS MONOHIDRATO (EQUIVALENTE A 0.03G DE TACROLIMUS),57220,2017M-0005661-R1
PROCAPS FARMA RX,PHARMAPLUS,19961661-2,CROMUS 0.1%,"$49,135",19961661-2,0,TACROLIMUS MONOHIDRATO 0.10230 G (EQUIVALENTE A TACROLIMUS),381469,2016M-0005622-R1
PROCAPS FARMA RX,PHARMAPLUS,19961661-1,CROMUS 0.1%,"$42,373",19961661-1,0,TACROLIMUS MONOHIDRATO 0.10230 G (EQUIVALENTE A TACROLIMUS),190734,2016M-0005622-R1
ADIUM,PHARMAPLUS,19942450-5,DOMINIUM 25 MG,"$3,211",19942450-5,0,CLORHIDRATO DE SERTRALINA EQUIVALENTE A SERTRALINA,#N/D,2020M-0003702-R2
ADIUM,PHARMAPLUS,19941892-1,DOMINIUM 50 MG,"$6,049",19941892-1,0,CLORHIDRATO DE SERTRALINA EQUIVALENTE A SERTRALINA,#N/D,2020M-0003084-R2
PROCAPS FARMA RX,PHARMAPLUS,19937946-18,DORZOPT SOLUCION OFTALMICA,"$13,953",19937946-18,0,DORZOLAMIDA CLORHIDRATO 22.26 MG( EQUIVALENTE A DORZOLAMIDA BASE),79698,2020M-0002597-R2
ADIUM,PHARMAPLUS,0,DROPYAL 25 MG X 1 JER SI,"$169,933",NA,0,HIALURONATO DE SODIO,#N/D,2023DM-0026860
LAFRANCOL,PHARMAPLUS,50786-2,DUPHALAC,"$62,250",50786-2,0,LACTULOSA 66.7 G,#N/D,2020M-006430-R3
BIOPAS LABORATORIES,PHARMAPLUS,19984250-4,DURATOCIN 100 MCG,"$91,260",19984250-4,0,CARBETOCINA,91260,2022M-0007859-R2
LAFRANCOL,PHARMAPLUS,20080650-2,DURAX VSD 10 MG,"$13,484",20080650-2,0,TADALAFILO MICRONIZADO,#N/D,2015M-0015786
LAFRANCOL,PHARMAPLUS,20080649-3,DURAX VSD 20 MG,"$17,735",20080649-3,0,TADALAFILO MICRONIZADO,#N/D,2015M-0015785
LAFRANCOL,PHARMAPLUS,20080647-2,DURAX VSD 5 MG,"$2,700",20080647-2,0,TADAFILO,#N/D,2015M-0015784
IPSEN COLOMBIA SAS,PHARMAPLUS,19913029-1,DYSPORT 500 U TERAPEUTICO CAJA,"$760,439",19913029-1,0,COMPLEJO DE HEMAGLUTININA DE TOXINA TIPO A DE CLOSTRIDIUM BOTULINUM,760440,2020M-0000761-R2
