cum,precio_maximo_venta
20046918-8,134480.0
20046918-10,168100.0
20046918-11,1681000.0
20046918-1,20172.0
20046918-12,201720.0
20046918-17,23534.0
20046918-3,302580.0
20017910-3,4202.5
20017910-7,4202.5
20017910-4,8405.0
20017910-8,8405.0
20017910-1,12607.5
20017910-2,12607.5
20017910-5,25215.0
20017910-6,37822.5
20017909-3,16810.0
20017909-7,16810.0
20017909-4,33620.0
20017909-8,33620.0
20017909-1,50430.0
20017909-2,50430.0
20017909-5,100860.0
20017909-6,151290.0
20017907-3,33620.0
20017907-7,33620.0
20017907-9,33620.0
20017907-10,67240.0
20017907-4,67240.0
20017907-8,67240.0
20017907-1,100860.0
20017907-2,100860.0
20017907-5,201720.0
20017907-6,302580.0
20017908-3,50430.0
20017908-7,50430.0
20017908-4,100860.0
20017908-8,100860.0
20017908-1,151290.0
20017908-2,151290.0
20017908-5,302580.0
20017908-6,453870.0
19949719-8,22390.0
19949719-15,223900.0
19949719-1,33585.0
19949719-6,33585.0
19949719-17,4478.0
19949719-9,44780.0
19949719-16,447800.0
19949719-18,6717.0
19949719-2,67170.0
19949719-3,67170.0
19949719-5,67170.0
19949719-10,89560.0
19949719-19,11195.0
19949719-11,111950.0
19949719-4,134340.0
19949719-20,15673.0
19949719-7,15673.0
19949719-12,156730.0
19949719-13,179120.0
19949719-14,201510.0
19949721-43,31346.0
19949721-25,44780.0
19949721-8,44780.0
19949721-15,447800.0
19949721-38,447800.0
19949721-1,67170.0
19949721-26,67170.0
19949721-4,67170.0
19949721-44,67170.0
19949721-18,8956.0
19949721-40,8956.0
19949721-27,89560.0
19949721-9,89560.0
19949721-16,895600.0
19949721-39,895600.0
19949721-19,13434.0
19949721-41,13434.0
19949721-2,134340.0
19949721-28,134340.0
19949721-29,134340.0
19949721-3,134340.0
19949721-30,134340.0
19949721-5,134340.0
19949721-10,179120.0
19949721-31,179120.0
19949721-20,22390.0
19949721-42,22390.0
19949721-11,223900.0
19949721-32,223900.0
19949721-17,268680.0
19949721-23,268680.0
19949721-33,268680.0
19949721-34,268680.0
19949721-6,268680.0
19949721-21,31346.0
19949721-24,31346.0
19949721-7,31346.0
19949721-12,313460.0
19949721-35,313460.0
19949721-13,358240.0
19949721-36,358240.0
19949721-14,403020.0
19949721-22,403020.0
19949721-37,403020.0
19949755-26,5597.5
19949755-7,5597.5
19949755-14,55975.0
19949755-33,55975.0
19949755-22,8396.25
19949755-3,8396.25
19949755-16,1119.5
19949755-35,1119.5
19949755-27,11195.0
19949755-8,11195.0
19949755-15,111950.0
19949755-34,111950.0
19949755-17,1679.25
19949755-36,1679.25
19949755-1,16792.5
19949755-20,16792.5
19949755-23,16792.5
19949755-4,16792.5
19949755-28,22390.0
19949755-9,22390.0
19949755-18,2798.75
19949755-37,2798.75
19949755-10,27987.5
19949755-29,27987.5
19949755-2,33585.0
19949755-21,33585.0
19949755-24,33585.0
19949755-5,33585.0
19949755-19,3918.25
19949755-25,3918.25
19949755-38,3918.25
19949755-6,3918.25
19949755-11,39182.5
19949755-30,39182.5
19949755-12,44780.0
19949755-31,44780.0
19949755-13,50377.5
19949755-32,50377.5
19976916-1,67170.0
19976916-12,671700.0
19976916-5,100755.0
19976916-14,13434.0
19976916-17,13434.0
19976916-2,134340.0
19976916-13,1343400.0
19976916-15,20151.0
19976916-18,20151.0
19976916-3,201510.0
19976916-6,268680.0
19976916-16,33585.0
19976916-19,33585.0
19976916-7,335850.0
19976916-8,403020.0
19976916-20,47019.0
19976916-4,47019.0
19976916-9,470190.0
19976916-10,537360.0
19976916-11,604530.0
20244153-1,67170.0
20243782-1,16792.5
20020105-2,67170.0
20020105-4,100755.0
20020105-3,13434.0
20020105-1,201510.0
20115224-1,44780.0
20115224-6,447800.0
20115224-7,537360.0
20115224-8,67170.0
20115224-2,89560.0
20115224-3,134340.0
20115224-4,223900.0
20115224-5,268680.0
20112759-1,16792.5
20112759-2,16792.5
20115222-1,22390.0
20115222-17,22390.0
20115222-19,22390.0
20115222-9,22390.0
20115222-14,223900.0
20115222-25,223900.0
20115222-6,223900.0
20115222-15,268680.0
20115222-26,268680.0
20115222-7,268680.0
20115222-16,33585.0
20115222-18,33585.0
20115222-20,33585.0
20115222-8,33585.0
20115222-10,44780.0
20115222-2,44780.0
20115222-21,44780.0
20115222-11,67170.0
20115222-22,67170.0
20115222-3,67170.0
20115222-12,111950.0
20115222-23,111950.0
20115222-4,111950.0
20115222-13,134340.0
20115222-24,134340.0
20115222-5,134340.0
20115224-16,44780.0
20115224-9,44780.0
20115224-15,447800.0
20115224-22,447800.0
20115224-10,67170.0
20115224-17,67170.0
20115224-11,89560.0
20115224-18,89560.0
20115224-12,134340.0
20115224-19,134340.0
20115224-13,223900.0
20115224-20,223900.0
20115224-14,268680.0
20115224-21,268680.0
20112759-3,5597.5
20112759-5,5597.5
20112759-4,16792.5
20112759-6,16792.5
19996292-19,22390.0
19996292-17,31346.0
19996292-15,4478.0
19996292-24,4478.0
19996292-20,44780.0
19996292-18,47019.0
19996292-21,67170.0
19996292-25,67170.0
19996292-23,671700.0
19996292-22,89560.0
19996292-16,15673.0
20010591-3,22390.0
19990978-1,22390.0
19996292-5,22390.0
20025451-10,22390.0
19990978-8,223900.0
19996292-11,223900.0
20025451-2,223900.0
19990978-5,268680.0
19990978-9,268680.0
19996292-3,31346.0
20010591-4,33585.0
19990978-6,33585.0
20025451-3,335850.0
20025451-8,335850.0
20010591-1,4478.0
19996292-1,4478.0
19996292-12,4478.0
20010591-5,44780.0
19990978-2,44780.0
19996292-6,44780.0
20025451-4,447800.0
19996292-4,47019.0
20010591-6,67170.0
19990978-3,67170.0
19990978-7,67170.0
19996292-13,67170.0
19996292-7,67170.0
20025451-1,67170.0
20025451-9,67170.0
19996292-14,671700.0
20025451-5,671700.0
19996292-8,89560.0
20010591-2,11195.0
19990978-4,134340.0
19996292-9,134340.0
20025451-6,1343400.0
19996292-2,15673.0
19996292-10,201510.0
20025451-7,2015100.0
20010341-3,44780.0
19991313-1,44780.0
19995320-2,44780.0
20046916-2,44780.0
19995320-10,447800.0
20046916-5,447800.0
19991313-5,537360.0
20046916-7,537360.0
19995320-5,62692.0
20010341-4,67170.0
19991313-6,67170.0
20046916-14,671700.0
20010341-1,8956.0
19995320-13,8956.0
20010341-5,89560.0
19991313-2,89560.0
19995320-7,89560.0
20046916-3,89560.0
20046916-15,895600.0
19995320-6,94038.0
20046916-9,1119500.0
20010341-6,134340.0
19991313-3,134340.0
19991313-7,134340.0
19995320-12,134340.0
19995320-8,134340.0
20046916-13,134340.0
20046916-4,134340.0
19995320-14,1343400.0
19995320-11,179120.0
20046916-6,179120.0
20010341-2,22390.0
20046916-8,223900.0
20046916-11,2239000.0
20046916-1,26868.0
19991313-4,268680.0
19995320-4,268680.0
20046916-10,268680.0
19995320-1,31346.0
19995320-9,403020.0
20046916-12,403020.0
19991313-8,22390.0
20009949-3,5597.5
19991189-1,5597.5
20016921-1,5597.5
19995113-4,5597.5
19991189-8,55975.0
20016921-4,55975.0
19995113-11,55975.0
19991189-5,67170.0
19991189-9,67170.0
19995113-2,7836.5
20009949-4,8396.25
19991189-6,8396.25
19995113-13,8396.25
20009949-1,1119.5
19995113-8,1119.5
20009949-5,11195.0
19991189-2,11195.0
19995113-5,11195.0
19995113-3,11754.75
20016921-5,139937.5
20009949-6,16792.5
19991189-3,16792.5
19991189-7,16792.5
20173574-1,16792.5
20016921-2,16792.5
20016921-3,16792.5
19995113-12,16792.5
19995113-6,16792.5
19995113-14,167925.0
19995113-15,167925.0
19995113-7,22390.0
20009949-2,2798.75
19991189-4,33585.0
19995113-9,33585.0
19995113-1,3918.25
19995113-10,50377.5
19991189-10,559.75
20010590-3,67170.0
19996348-4,67170.0
19996348-10,671700.0
19996348-2,94038.0
20010590-4,100755.0
20010590-1,13434.0
19996348-11,13434.0
20010590-5,134340.0
19996348-5,134340.0
19996348-3,141057.0
20010590-6,201510.0
19996348-12,201510.0
19996348-15,201510.0
19996348-16,201510.0
19996348-6,201510.0
19996348-13,2015100.0
19996348-14,2015100.0
19996348-17,2015100.0
19996348-7,268680.0
20010590-2,33585.0
19996348-8,403020.0
19996348-1,47019.0
19996348-9,604530.0
20173561-2,5597.5
20173561-21,5597.5
20173561-14,55975.0
20173561-33,55975.0
20173561-22,8396.25
20173561-3,8396.25
20173561-16,1119.5
20173561-35,1119.5
20173561-23,11195.0
20173561-4,11195.0
20173561-15,111950.0
20173561-34,111950.0
20173561-17,1679.25
20173561-36,1679.25
20173561-24,16792.5
20173561-25,16792.5
20173561-5,16792.5
20173561-6,16792.5
20173561-26,22390.0
20173561-7,22390.0
20173561-18,2798.75
20173561-37,2798.75
20173561-27,27987.5
20173561-8,27987.5
20173561-10,33585.0
20173561-28,33585.0
20173561-29,33585.0
20173561-9,33585.0
20173561-1,3918.25
20173561-19,3918.25
20173561-20,3918.25
20173561-38,3918.25
20173561-11,39182.5
20173561-30,39182.5
20173561-12,44780.0
20173561-31,44780.0
20173561-13,50377.5
20173561-32,50377.5
20037102-18,22390.0
20037102-2,22390.0
20037102-9,223900.0
20037102-10,268680.0
20037102-20,33585.0
20037102-22,33585.0
20037102-24,33585.0
20037102-13,4478.0
20037102-19,44780.0
20037102-3,44780.0
20037102-11,559750.0
20037102-14,6717.0
20037102-21,67170.0
20037102-23,67170.0
20037102-4,67170.0
20037102-15,8956.0
20037102-5,89560.0
20037102-16,11195.0
20037102-6,111950.0
20037102-12,1119500.0
20037102-1,13434.0
20037102-17,13434.0
20037102-7,134340.0
20037102-8,201510.0
20037105-6,44780.0
20037105-9,44780.0
20037105-16,447800.0
20037105-17,537360.0
20037105-20,67170.0
20037105-22,67170.0
20037105-25,67170.0
20037105-26,67170.0
20037105-1,8956.0
20037105-10,89560.0
20037105-7,89560.0
20037105-18,1119500.0
20037105-2,13434.0
20037105-11,134340.0
20037105-21,134340.0
20037105-23,134340.0
20037105-24,134340.0
20037105-3,17912.0
20037105-12,179120.0
20037105-4,22390.0
20037105-13,223900.0
20037105-19,2239000.0
20037105-5,26868.0
20037105-8,26868.0
20037105-14,268680.0
20037105-15,403020.0
20014046-5,44780.0
20014046-6,44780.0
20014046-7,89560.0
20014046-8,134340.0
20137906-1,22390.0
20137906-4,22390.0
20137906-2,44780.0
20137906-3,67170.0
20137911-1,44780.0
20137911-4,44780.0
20137911-2,89560.0
20137911-3,134340.0
20137901-1,5597.5
20137901-2,11195.0
20137901-3,16792.5
20137915-1,67170.0
20137915-4,67170.0
20137915-2,134340.0
20137915-3,201510.0
20083780-1,67170.0
20073107-1,16792.5
20020414-1,67170.0
20101772-1,134340.0
20020412-1,16792.5
224715-10,67170.0
224715-9,67170.0
224715-1,22390.0
224715-5,44780.0
224715-6,67170.0
224715-7,134340.0
224715-8,201510.0
224717-1,44780.0
224717-3,44780.0
224717-4,89560.0
224717-2,134340.0
224717-5,134340.0
224717-8,22390.0
224717-6,268680.0
224717-7,403020.0
224719-1,5597.5
224719-3,5597.5
224719-4,11195.0
224719-2,16792.5
224719-5,16792.5
224719-8,2798.75
224719-6,33585.0
224719-7,50377.5
19960787-2,67170.0
19960787-4,67170.0
19960787-5,134340.0
19960787-1,201510.0
19960787-3,201510.0
19960787-8,201510.0
19960787-6,403020.0
19960787-7,604530.0
19979152-10,44780.0
19979152-11,67170.0
19979152-12,89560.0
19979152-13,134340.0
19979154-5,2239.0
19979154-1,22390.0
19979154-10,22390.0
19979154-11,33585.0
19979154-2,33585.0
19979154-6,4478.0
19979154-12,44780.0
19979154-3,44780.0
19979154-7,6717.0
19979154-13,67170.0
19979154-4,67170.0
19979154-8,8956.0
19979154-9,11195.0
19979152-5,4478.0
19979152-1,44780.0
19979152-2,67170.0
19979152-6,8956.0
19979152-3,89560.0
19979152-7,13434.0
19979152-4,134340.0
19979152-8,17912.0
19979152-9,22390.0
19964632-3,5597.5
19964632-1,16792.5
19964632-4,16792.5
19964632-5,16792.5
19964632-2,2239.0
20093311-3,22390.0
20093311-2,223900.0
20093311-5,223900.0
20093311-1,67170.0
20093311-4,67170.0
20093308-1,447800.0
20093308-2,107472.0
20093308-3,107472.0
20093308-5,134340.0
20093308-4,35824.0
20093306-4,5597.5
20093306-2,55975.0
20093306-5,55975.0
20093306-1,16792.5
20093306-3,16792.5
20093307-4,67170.0
20093307-1,201510.0
20093307-3,201510.0
20093307-2,403020.0
226962-8,30156.0
226962-9,60312.0
226962-10,15078.0
226962-7,15078.0
19905736-1,30156.0
19905736-2,60312.0
19927632-1,60312.0
19905049-5,215400.0
19905049-1,30156.0
19905049-2,60312.0
19905049-3,64620.0
19905049-6,1077000.0
19905049-4,129240.0
20028387-1,21540.0
19948928-1,60312.0
19920458-1,60312.0
20169620-1,264145.8
19999530-2,88048.6
19999530-6,880486.0
19999530-7,986144.32
19999530-3,176097.2
19999530-4,246536.08
19999530-5,264145.8
19999530-8,264145.8
19999530-1,61634.02
20120363-1,88048.6
20120363-3,88048.6
20120363-2,264145.8
20120363-4,264145.8
20122269-1,88048.6
20122269-3,88048.6
20122269-2,264145.8
20152987-1,44024.3
20152987-4,44024.3
20152987-3,528291.6
20152987-2,132072.9
20153210-1,88048.6
20153210-4,88048.6
20153210-3,1056583.2
20153210-2,264145.8
20045921-2,44024.3
20045921-8,44024.3
20045921-3,88048.6
20045921-9,88048.6
20045921-10,132072.9
20045921-4,132072.9
20045921-1,22012.15
20045921-7,22012.15
20045921-11,264145.8
20045921-5,264145.8
20045921-12,396218.7
20045921-6,396218.7
20044655-2,88048.6
20044655-7,88048.6
20044655-8,88048.6
20044655-3,176097.2
20044655-9,176097.2
20044655-10,264145.8
20044655-4,264145.8
20044655-1,44024.3
20044655-11,528291.6
20044655-5,528291.6
20044655-12,792437.4
20044655-6,792437.4
20175165-1,8804.86
20175165-9,88048.6
20175165-5,880486.0
20175165-6,986144.32
20175165-3,246536.08
20175165-4,264145.8
20175165-7,264145.8
20175165-2,61634.02
20175165-8,61634.02
20132724-4,88048.6
20132724-1,264145.8
20132724-2,528291.6
20132724-3,792437.4
20136131-1,264145.8
20101576-1,88048.6
20101576-2,88048.6
20155594-6,44024.3
20155594-5,440243.0
20155594-2,88048.6
20155594-3,132072.9
20155594-4,264145.8
20155594-1,44024.3
20149071-2,880486.0
20149071-1,264145.8
20149071-3,264145.8
20158581-3,88048.6
20158581-2,132072.9
20158581-1,264145.8
20060952-1,938917.8
20060952-2,938917.8
20115059-3,4219824.0
20115059-6,4219824.0
20115059-2,8439648.0
20115059-5,8439648.0
20115059-1,12659472.0
20115059-4,12659472.0
20047225-1,169491.0
20047225-5,169491.0
20047225-2,302662.5
20047225-6,338982.0
20047225-3,677964.0
20047225-7,677964.0
20047225-4,1186437.0
20047225-8,1186437.0
206956-2,677964.0
206956-1,726390.0
20254040-2,169491.0
20201114-1,338982.0
20201114-2,677964.0
20254040-1,677964.0
20080854-1,338982.0
20080854-2,677964.0
20047226-1,169491.0
20047226-5,169491.0
20047226-2,338982.0
20047226-6,338982.0
20047226-3,677964.0
20047226-7,677964.0
20047226-4,1186437.0
20047226-8,1186437.0
20061396-1,2140353.18
20061396-2,2140353.18
20071182-5,3210529.77
20071182-1,6421059.54
20071182-3,6421059.54
20071182-2,12842119.08
20071182-4,12842119.08
20071181-3,2140353.18
20071181-1,4280706.36
20071181-2,4280706.36
20071184-5,5350882.95
20071184-1,10701765.9
20071184-3,10701765.9
20071184-2,21403531.8
20071184-4,21403531.8
20071183-5,4280706.36
20071183-1,8561412.72
20071183-3,8561412.72
20071183-2,17122825.44
20071183-4,17122825.44
20190770-2,12842119.08
20190770-1,6421059.54
20190766-1,4280706.36
20190805-2,21403531.8
20190805-1,10701765.9
20190774-2,17122825.44
20190774-1,8561412.72
20041104-1,10463.8
50888-1,52319.0
50888-6,52319.0
50888-3,15695.7
50888-5,15695.7
50888-7,15695.7
50888-2,31391.4
50888-4,31391.4
20143320-2,52319.0
20143320-5,52319.0
20143320-3,62782.8
20143320-6,62782.8
20153948-1,15695.7
20153948-2,15695.7
20143320-1,31391.4
20143320-4,31391.4
20019880-1,7847.85
20019880-2,15695.7
20019880-3,31391.4
20018626-2,5231.9
20037773-2,5231.9
20018626-1,15695.7
20037773-1,15695.7
20037773-3,15695.7
19956205-2,5231.9
19956205-4,10463.8
19956205-3,10463.8
19956205-1,2615.95
19960347-1,9044.6
20160735-4,4522.3
20160735-2,13566.9
20160735-3,40700.7
20160735-1,4522.3
19945676-1,4522.3
19945676-6,4522.3
19945676-2,9044.6
19945676-8,9496.83
19945676-5,12662.44
19945676-3,13566.9
19945676-7,13566.9
19945676-4,3165.61
19945676-9,3165.61
20160734-4,9044.6
20160734-2,27133.8
20160734-3,81401.4
20160734-1,9044.6
20160725-4,13566.9
20160725-2,40700.7
20160725-3,122102.1
20160725-1,13566.9
19945677-1,9044.6
19945677-6,9044.6
19945677-2,18089.2
19945677-8,18089.2
19945677-5,25324.88
19945677-3,27133.8
19945677-7,27133.8
19945677-4,6331.22
19945677-9,6331.22
19963294-2,13566.9
19963294-5,18993.66
19963294-3,37987.32
19963294-4,40700.7
19963294-1,9496.83
19963294-6,9496.83
19963294-7,9496.83
20054210-15,2261.15
20054210-4,2261.15
20054210-1,3165.61
20054210-12,3165.61
20054210-19,3617.84
20054210-8,3617.84
20054210-21,452.23
20054210-16,4522.3
20054210-5,4522.3
20054210-13,6331.22
20054210-2,6331.22
20054210-17,6783.45
20054210-6,6783.45
20054210-20,904.46
20054210-9,904.46
20054210-14,12662.44
20054210-3,12662.44
20054210-10,1582.81
20054210-11,1582.81
20054210-18,1808.92
20054210-7,1808.92
20054211-14,4522.3
20054211-4,4522.3
20054211-19,45223.0
20054211-9,45223.0
20054211-10,54267.6
20054211-20,54267.6
20054211-12,6331.22
20054211-2,6331.22
20054211-21,904.46
20054211-15,9044.6
20054211-5,9044.6
20054211-13,12662.44
20054211-3,12662.44
20054211-16,13566.9
20054211-6,13566.9
20054211-17,22611.5
20054211-7,22611.5
20054211-18,27133.8
20054211-8,27133.8
20054211-1,3165.61
20054211-11,3165.61
20054213-15,9044.6
20054213-4,9044.6
20054213-20,90446.0
20054213-9,90446.0
20054213-10,108535.2
20054213-21,108535.2
20054213-13,12662.44
20054213-2,12662.44
20054213-11,1808.92
20054213-16,18089.2
20054213-5,18089.2
20054213-14,25324.88
20054213-3,25324.88
20054213-17,27133.8
20054213-6,27133.8
20054213-18,45223.0
20054213-7,45223.0
20054213-19,54267.6
20054213-8,54267.6
20054213-1,6331.22
20054213-12,6331.22
20140924-3,4522.3
20140924-1,9044.6
20140924-2,13566.9
20140930-2,18089.2
20140930-3,27133.8
20140930-1,9044.6
20140927-1,13566.9
20140927-2,27133.8
20140927-3,40700.7
19927635-2,4522.3
19927635-1,9044.6
19927635-3,13566.9
19927635-4,27133.8
19927636-2,9044.6
19927636-1,18089.2
19927636-4,27133.8
19927636-3,4522.3
19927636-5,54267.6
19927570-2,13566.9
19927570-1,27133.8
19927570-4,40700.7
19927570-3,6783.45
19927570-5,81401.4
20153551-1,2261.15
20153551-4,2261.15
20153551-2,4522.3
20153551-3,6783.45
20151795-2,4522.3
20151795-4,4522.3
20151795-5,4522.3
20151795-3,9044.6
20151795-1,13566.9
20151797-2,9044.6
20151797-5,9044.6
20151797-3,18089.2
20151797-1,27133.8
20151797-4,54267.6
20151800-2,13566.9
20151800-5,13566.9
20151800-3,27133.8
20151800-1,40700.7
20151800-4,81401.4
20151800-6,13566.9
20153472-1,4522.3
20153472-2,9044.6
20153472-3,13566.9
20153472-4,4522.3
20153474-1,9044.6
20153474-5,9044.6
20153474-2,18089.2
20153474-3,27133.8
20153474-4,54267.6
20153474-6,9044.6
49090-4,4522.3
49090-1,9044.6
49090-5,9044.6
49090-6,9044.6
49090-2,2713.38
49090-3,2713.38
49091-3,9044.6
49091-1,18089.2
49091-4,18089.2
49091-2,5426.76
49092-3,13566.9
49092-5,13566.9
49092-1,27133.8
49092-6,27133.8
49092-7,27133.8
49092-2,8140.14
49092-4,8140.14
20086798-1,6783.45
20007377-1,4522.3
20007377-10,45223.0
20007377-7,6331.22
20007377-11,904.46
20007377-14,9044.6
20007377-2,9044.6
20007377-8,9496.83
20086800-1,13566.9
20007377-3,13566.9
20007377-12,1808.92
20007377-4,18089.2
20007377-13,2261.15
20007377-5,22611.5
20007377-6,3165.61
20007377-9,40700.7
20122954-1,9044.6
20007289-1,9044.6
20007289-10,90446.0
20007289-7,12662.44
20007289-11,1808.92
20007289-14,18089.2
20007289-2,18089.2
20007289-8,18993.66
20007289-3,27133.8
20007289-12,3617.84
20007289-4,36178.4
20007289-13,4522.3
20007289-5,45223.0
20007289-6,6331.22
20007289-9,81401.4
20007378-1,13566.9
20007378-11,135669.0
20007378-6,18993.66
20007378-8,2713.38
20007378-15,27133.8
20007378-2,27133.8
20007378-7,28490.49
20007378-3,40700.7
20007378-14,5426.76
20007378-4,54267.6
20007378-9,6783.45
20007378-12,67834.5
20007378-10,81401.4
20007378-5,9496.83
20007378-13,122102.1
19989457-1,4522.3
19989457-4,4522.3
19989457-3,904.46
19989457-5,9044.6
19989457-2,13566.9
19989120-1,9044.6
19989120-4,9044.6
19989120-3,1808.92
19989120-5,18089.2
19989120-2,27133.8
19989121-1,13566.9
19989121-4,13566.9
19989121-3,2713.38
19989121-5,27133.8
19989121-2,40700.7
20021023-1,4522.3
20021023-5,4522.3
20021023-4,45223.0
20021023-2,9044.6
20021023-3,22611.5
19968896-1,9044.6
19968896-3,9044.6
19968896-2,2713.38
19968897-3,9044.6
19968897-1,1808.92
19968897-2,18089.2
19968898-1,18993.66
19968898-4,27133.8
19968898-5,37987.32
19968898-6,40700.7
19968898-3,5426.76
19968898-7,5426.76
19968898-2,81401.4
19926482-2,4522.3
19926482-8,4522.3
19926482-4,904.46
19926482-3,9044.6
19926482-9,9044.6
19926482-5,1356.69
19926482-10,13566.9
19926482-7,13566.9
19926482-1,1808.92
19926482-6,2261.15
19926483-2,9044.6
19926483-4,1808.92
19926483-3,18089.2
19926483-5,2713.38
19926483-7,27133.8
19926483-8,27133.8
19926483-1,3617.84
19926483-6,4522.3
20199943-1,45223.0
20199946-1,90446.0
20199954-1,135669.0
20111101-2,1895020.0
20111101-1,4737550.0
20138821-2,947510.0
20138821-3,947510.0
20138821-1,947510.0
20143906-2,947510.0
20143906-1,947510.0
20111833-1,4737550.0
20111833-2,4737550.0
226777-3,947510.0
226777-1,1895020.0
20010363-1,4737550.0
226777-2,4737550.0
20113058-1,947510.0
20103488-2,947510.0
20103488-1,1895020.0
20145203-2,2842530.0
20145203-1,1895020.0
20145203-3,4737550.0
20145203-4,9475100.0
20167785-2,947510.0
20167785-3,947510.0
20167785-4,947510.0
20167785-1,947510.0
20027882-1,947510.0
20128733-1,1895020.0
20128733-2,4737550.0
20158699-1,78650.0
20193553-1,78650.0
20121065-4,78650.0
20121065-2,110110.0
20121065-5,110110.0
20121065-3,220220.0
20121065-6,55055.0
20121065-1,235950.0
20121065-7,235950.0
20121065-8,235950.0
19998726-2,78650.0
19998726-5,78650.0
19998726-3,235950.0
19998726-1,39325.0
19998726-4,39325.0
20178124-1,78650.0
20178124-2,78650.0
20158710-1,114574.5
20158710-2,229149.0
20193501-1,76383.0
20193501-3,76383.0
20193501-2,229149.0
20193501-4,229149.0
20129727-5,76383.0
20129727-3,106936.2
20129727-4,106936.2
20129727-2,213872.4
20129727-6,53468.1
20129727-1,229149.0
20129727-7,229149.0
20129727-8,229149.0
20029236-1,106936.2
20029236-4,106936.2
20029236-7,106936.2
20029236-8,106936.2
20029236-2,213872.4
20029236-5,213872.4
20029236-10,229149.0
20029236-9,229149.0
20029236-3,53468.1
20029236-6,53468.1
20177233-1,114574.5
20177233-7,229149.0
20177233-8,38191.5
20178125-1,106936.2
20158642-1,111480.0
20158642-2,222960.0
20193512-1,74320.0
20193512-2,74320.0
20193512-3,222960.0
20193512-4,222960.0
20129724-4,74320.0
20129724-3,104048.0
20129724-5,104048.0
20129724-2,208096.0
20129724-6,52024.0
20129724-1,222960.0
20129724-7,222960.0
20129724-8,222960.0
20029235-1,104048.0
20029235-4,104048.0
20029235-7,104048.0
20029235-8,104048.0
20029235-2,208096.0
20029235-5,208096.0
20029235-10,222960.0
20029235-9,222960.0
20029235-3,52024.0
20029235-6,52024.0
20177921-3,7432.0
20177921-1,104048.0
20177233-4,111480.0
20177921-2,208096.0
20177233-5,222960.0
20177233-6,37160.0
20008023-4,149425.92
20008023-1,18678.24
20008023-2,37356.48
20008023-5,37356.48
20008023-3,74712.96
20008025-4,298851.84
20008025-1,37356.48
20008025-2,74712.96
20008025-5,74712.96
20008025-3,149425.92
20008022-4,448277.76
20008022-1,56034.72
20008022-2,112069.44
20008022-5,112069.44
20008022-3,224138.88
20008026-1,597703.68
20008026-2,74712.96
20008026-3,149425.92
20008026-5,149425.92
20008026-4,298851.84
20018590-1,40024.8
20018595-1,80049.6
20018593-1,120074.4
20089833-1,12026.52
20089833-9,12026.52
20089833-12,120265.2
20089833-4,120265.2
20089833-16,1202652.0
20089833-8,1202652.0
20089833-10,36079.56
20089833-2,36079.56
20089833-13,360795.6
20089833-5,360795.6
20089833-14,721591.2
20089833-6,721591.2
20089833-11,84185.64
20089833-3,84185.64
20089833-15,1082386.8
20089833-7,1082386.8
20139130-1,18039.78
20139130-4,180397.8
20139130-10,1803978.0
20139130-2,54119.34
20139130-5,541193.4
20139130-6,1082386.8
20139130-3,126278.46
20139130-7,1623580.2
20089836-1,6013.26
20089836-9,6013.26
20089836-12,60132.6
20089836-4,60132.6
20089836-16,601326.0
20089836-6,601326.0
20089836-10,18039.78
20089836-2,18039.78
20089836-13,180397.8
20089836-7,180397.8
20089836-14,360795.6
20089836-5,360795.6
20089836-11,42092.82
20089836-3,42092.82
20089836-15,541193.4
20089836-8,541193.4
19985987-14,1202652.0
19985987-6,1202652.0
19985987-11,180397.8
19985987-3,180397.8
19985987-1,36079.56
19985987-15,36079.56
19985987-7,36079.56
19985987-9,36079.56
19985987-12,360795.6
19985987-4,360795.6
19985987-13,721591.2
19985987-5,721591.2
19985987-10,84185.64
19985987-16,84185.64
19985987-2,84185.64
19985987-8,84185.64
19985986-6,1803978.0
19985986-3,270596.7
19985986-1,54119.34
19985986-4,541193.4
19985986-5,1082386.8
19985986-2,126278.46
19985986-7,126278.46
19985985-1,240530.4
19985985-6,2405304.0
19985985-3,360795.6
19985985-2,48106.08
19985985-4,721591.2
19985985-5,1443182.4
19985874-6,601326.0
19985874-3,90198.9
19985874-1,18039.78
19985874-7,18039.78
19985874-4,180397.8
19985874-5,360795.6
19985874-2,42092.82
19985874-8,42092.82
20104405-2,24053.04
20104405-1,360795.6
20104405-5,360795.6
20104405-3,721591.2
20104405-6,721591.2
20104405-4,1082386.8
20104405-7,1082386.8
20149165-1,541193.4
20104410-2,12026.52
20104410-1,180397.8
20104410-5,180397.8
20104410-3,360795.6
20104410-6,360795.6
20104410-4,541193.4
20104410-7,541193.4
20103686-6,1202652.0
20103686-3,180397.8
20103686-1,36079.56
20103686-7,36079.56
20103686-4,360795.6
20103686-5,721591.2
20103686-2,84185.64
20103686-8,84185.64
20103687-6,1803978.0
20103687-3,270596.7
20103687-1,54119.34
20103687-7,54119.34
20103687-4,541193.4
20103687-5,1082386.8
20103687-2,126278.46
20103687-8,126278.46
20103683-6,601326.0
20103683-3,90198.9
20103683-1,18039.78
20103683-7,18039.78
20103683-4,180397.8
20103683-5,360795.6
20103683-2,42092.82
20103683-8,42092.82
20192520-1,274204.66
20192520-2,54840.93
20192650-1,410906.1
20192650-2,410906.1
19992581-1,5923.74
20019919-10,1332841.5
20019919-2,186597.81
20019919-3,266568.3
20019919-4,373195.62
20019919-5,399852.45
