laboratorio,proveedor,cum,descripcion,precio,principio_activo,precio_maximo_venta,circular_origen,diferencia_valor,diferencia_pct,motivo,ratio_precio_vs_regulado
PFIZER,SOLINSA FEBRERO,20144826-1,TRASTUZUMAB 440MG POL INY VIAL+DIL CX1 (TRAZIMERA) - PFIZER,990.0,TRASTUZUMAB,,,,,SIN_REGULACION_CNPMDM,
PROCAPS,SOLINSA FEBRERO,20144839-1,SIMETICONA 66.6MG/ML SUSP ORL FCOX20ML CX1 (DIGESTA) - PROCAPS,5.759,SIMETICONA,,,,,SIN_REGULACION_CNPMDM,
THE LABS,SOLINSA FEBRERO,20145037-1,RITONAVIR 100MG C*1 FCO X 30 CAP (RETROFEROL) - THE LABS,699.0,RITONAVIR,,,,,SIN_REGULACION_CNPMDM,
SANDOZ,SOLINSA FEBRERO,20145203-1,RITUXIMAB 100MG/10ML SOL INY VIALX10ML CX2 (RIXATHON) - SANDOZ,194.88,RITUXIMAB,,,,,SIN_REGULACION_CNPMDM,
SANDOZ,SOLINSA FEBRERO,20145203-3,RITUXIMAB 500MG/50ML SOL INY VIALX50ML CX1 (RIXATHON) - SANDOZ,736.0,RITUXIMAB,,,,,SIN_REGULACION_CNPMDM,
LIMINAL,SOLINSA FEBRERO,20145596-1,DAPSONA 100MG C*30 TAB (DAPSULON) - LIMINAL,34.047,DAPSONA,,,,,SIN_REGULACION_CNPMDM,
CYH LAB,SOLINSA FEBRERO,20145782-1,PARICALCITOL 5MCG/ML SOL INY VIALX1ML CX5 - CYH LAB,68.8,PARICALCITOL,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20145875-1,ETORICOXIB 120MG TAB CX7 (ETOX) - EUROFARMA,715.0,ETORICOXIB,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20145882-1,ETORICOXIB 60MG TAB CX14 (ETOX) - EUROFARMA,500.0,ETORICOXIB,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20145925-2,DEFERASIROX 250MG TAB ORODISP CX28 (FERASIRO) - MSN,31.304,DEFERASIROX,,,,,SIN_REGULACION_CNPMDM,
HETERO,SOLINSA FEBRERO,20145955-1,LANSOPRAZOL 15MG CAP LIB RET CX14 (LANGENIX) - HETERO,348.0,LANSOPRAZOL,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20146047-3,DEFERASIROX 500MG TAB ORODISP CX28 (FERASIRO) - MSN,51.77,DEFERASIROX,,,,,SIN_REGULACION_CNPMDM,
THE LABS,SOLINSA FEBRERO,20146088-1,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL 600MG+200MG+300MG TAB FCOX30 CX1 (VOYTEL) - THE LABS,1.52,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL,,,,,SIN_REGULACION_CNPMDM,
MK,SOLINSA FEBRERO,20146386-1,ACIDO FENOFIBRICO 135MG CAP LIB RET CX30 - MK,3.245,ACIDO FENOFIBRICO,,,,,SIN_REGULACION_CNPMDM,
GLENMARK,SOLINSA FEBRERO,20146583-1,ABIRATERONA 250MG TAB FCOX120 CX1 (ARABITRO) - GLENMARK,3.89,ABIRATERONA,,,,,SIN_REGULACION_CNPMDM,
DELTA,SOLINSA FEBRERO,20146885-2,PENICILINA G BENZATINICA 2.400.000UI POL INY C*10 VIAL (BENZATIDELT) - DELTA,2.171,PENICILINA G BENZATINICA,,,,,SIN_REGULACION_CNPMDM,
SIEGFRIED,SOLINSA FEBRERO,20147427-3,DEXTROMETORFANO 0.3G/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13.725,DEXTROMETORFANO,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20147495-1,BORTEZOMIB 3.5MG POL INY VIAL CX1 (MIBZO) - MSN,104.626,BORTEZOMIB,,,,,SIN_REGULACION_CNPMDM,
ALPHARMA,SOLINSA FEBRERO,20147498-1,AZACITIDINA 100MG POL INY VIAL CX1 (ALITIDINA) - ALPHARMA,137.717,AZACITIDINA,,,,,SIN_REGULACION_CNPMDM,
GADOR,SOLINSA FEBRERO,20147688-1,ACETATO NOMEGESTROL+ESTRADIOL 2.5MG+1.5MG TAB CX28 (FEMIDEN) - GADOR,790.0,ACETATO NOMEGESTROL+ESTRADIOL,,,,,SIN_REGULACION_CNPMDM,
SIEGFRIED,SOLINSA FEBRERO,20147692-1,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.2G+2G)/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13.725,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20147960-1,CARBIDOPA+ENTACAPONA+LEVODOPA 12.5MG+200MG+50MG TAB FCOX30 (LEVOCAPONE 50) - HUMAX,830.0,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,SIN_REGULACION_CNPMDM,
SIEGFRIED,SOLINSA FEBRERO,20147981-1,ACIDO CLAVULANICO+AMOXICILINA (62.5MG+250MG)/5ML POL SUSP ORL FCOX90ML CX1 (AMOXICLIN DUO) - SIEGFRIED,22.999,ACIDO CLAVULANICO+AMOXICILINA,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20148063-1,CARBIDOPA+ENTACAPONA+LEVODOPA 50MG+200MG+200MG TAB FCOX30 CX1 (LEVOCAPONE 200) - HUMAX,1.225,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,SIN_REGULACION_CNPMDM,
ASPIRO PHARMA,SOLINSA FEBRERO,20148396-1,COLISTIMETATO SODICO 150MG POL INY VIALX10ML CX10 (COLIJECT) - ASPIRO PHARMA,25.5,COLISTIMETATO SODICO,,,,,SIN_REGULACION_CNPMDM,
GADOR,SOLINSA FEBRERO,20148416-1,DIENOGEST 2MG TAB CX28 (DESIRE) - GADOR,920.0,DIENOGEST,,,,,SIN_REGULACION_CNPMDM,
GADOR,SOLINSA FEBRERO,20148417-1,DIENOGEST+ESTRADIOL 3MG+2MG TAB CX28 (RUBI) - GADOR,895.0,DIENOGEST+ESTRADIOL,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20148436-1,ABIRATERONA 250MG TAB FCOX120 CX1 (ABIRAND) - MSN,3.65,ABIRATERONA,,,,,SIN_REGULACION_CNPMDM,
LIMINAL,SOLINSA FEBRERO,20148515-1,DAPSONA 50MG TAB CX30 (DAPSULON) - LIMINAL,16.966,DAPSONA,,,,,SIN_REGULACION_CNPMDM,
RICHMOND,SOLINSA FEBRERO,20148969-1,EMTRICITABINA+TENOFOVIR ALAFENAMIDA 200MG+25MG TAB CX30 (VYVALTO) - RICHMOND,6.201,EMTRICITABINA+TENOFOVIR ALAFENAMIDA,,,,,SIN_REGULACION_CNPMDM,
HUMAN BIOSCIENCE,SOLINSA FEBRERO,20149018-1,ONDANSETRON 4MG TAB ORODISP CX30 (CYSTRON) - HUMAN BIOSCIENCE,3.549,ONDANSETRON,,,,,SIN_REGULACION_CNPMDM,
BIOTOSCANA,SOLINSA FEBRERO,20149117-1,LENVATINIB 10MG CAP CX30 (LENVIMA) - BIOTOSCANA,370.2,LENVATINIB,,,,,SIN_REGULACION_CNPMDM,
UCB PHARMA S.A.,SOLINSA FEBRERO,20149183-1,BRIVARACETAM 50MG TAB CX28 (BRIVIACT) - UCB PHARMA S.A.,8.9,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
UCB PHARMA S.A.,SOLINSA FEBRERO,20149185-1,BRIVARACETAM 100MG TAB CX28 (BRIVIACT) - UCB PHARMA S.A.,14.08,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
UCB PHARMA S.A.,SOLINSA FEBRERO,20149188-1,BRIVARACETAM 10MG/ML SOL INY VIALX5ML CX10 (BRIVIACT) - UCB PHARMA S.A.,215.5,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
AMGEN,SOLINSA FEBRERO,20149227-4,ADALIMUMAB 40MG/0.8ML SOL INY AUTOINYECX0.8ML CX2 (AMGEVITA) - AMGEN,353.87,ADALIMUMAB,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20149316-1,CARBIDOPA+ENTACAPONA+LEVODOPA 25MG+200MG+100MG TAB FCOX30 CX1 (LEVOCAPONE 100) - HUMAX,1.854,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20149322-1,CARBIDOPA+ENTACAPONA+LEVODOPA 37.5MG+200MG+150MG TAB FCOX30 CX1 (LEVOCAPONE 150) - HUMAX,1.885,CARBIDOPA+ENTACAPONA+LEVODOPA,,,,,SIN_REGULACION_CNPMDM,
FARMA DE COLOMBIA,SOLINSA FEBRERO,20149680-1,VITAMINA D3 7000UI C*8 CAP (FARMA D) - FARMA DE COLOMBIA,2.524,VITAMINA D3,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20149871-1,ATAZANAVIR+RITONAVIR 300MG+100MG TAB FCOX30 CX1 (ZANAVIR-R) - HUMAX,1.901,ATAZANAVIR+RITONAVIR,,,,,SIN_REGULACION_CNPMDM,
NOVAMED,SOLINSA FEBRERO,20150573-1,FOSFOMICINA 3G POL GRAN C*1 SOB X 8.7G (UROFOS) - NOVAMED,18.35,FOSFOMICINA,,,,,SIN_REGULACION_CNPMDM,
EURODRUG,SOLINSA FEBRERO,20150580-7,METADOXINA 500MG TAB CX20 (METADOXIL) - EURODRUG,4.314,METADOXINA,,,,,SIN_REGULACION_CNPMDM,
GORAM,SOLINSA FEBRERO,20150841-1,HIDROCORTISONA 10MG TAB FCOX50 CX1 (KORTAFGOR) - GORAM,1.3,HIDROCORTISONA,,,,,SIN_REGULACION_CNPMDM,
GORAM,SOLINSA FEBRERO,20150841-2,HIDROCORTISONA 10MG TAB FCOX100 CX1 (KORTAFGOR) - GORAM,1.3,HIDROCORTISONA,,,,,SIN_REGULACION_CNPMDM,
SYNTHESIS,SOLINSA FEBRERO,20151149-1,TOXINA BOTULINICA TIPO A 100UI POL INY VIAL CX1 (MAGNION) - SYNTHESIS,523.08,TOXINA BOTULINICA TIPO A,,,,,SIN_REGULACION_CNPMDM,
PFIZER,SOLINSA FEBRERO,20151614-1,CRISABOROL 2G/100G (2%) UNG TOP TUBX30G CX1 (STAQUIS) - PFIZER,254.0,CRISABOROL,,,,,SIN_REGULACION_CNPMDM,
ANGLOPHARMA,SOLINSA FEBRERO,20151815-1,GLUCONATO DE POTASIO 31.2% SOL ORL FCOX180ML CX1 (ION-K) - ANGLOPHARMA,7.999,GLUCONATO DE POTASIO,,,,,SIN_REGULACION_CNPMDM,
LAFRANCOL,SOLINSA FEBRERO,20151816-17,LEVOCETIRIZINA+MONTELUKAST 2.5MG+5MG TAB MAST CX30 (BROCRIPTIN) - LAFRANCOL,4.013,LEVOCETIRIZINA+MONTELUKAST,,,,,SIN_REGULACION_CNPMDM,
LAFRANCOL,SOLINSA FEBRERO,20151832-24,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*30 TAB MAST (BROCRIPTIN) - LAFRANCOL,4.39,LEVOCETIRIZINA+MONTELUKAST,,,,,SIN_REGULACION_CNPMDM,
XINETIX PHARMA,SOLINSA FEBRERO,20151852-5,AMBRISENTAN 10MG TAB CX30 (XETAM) - XINETIX PHARMA,16.42,AMBRISENTAN,,,,,SIN_REGULACION_CNPMDM,
XINETIX PHARMA,SOLINSA FEBRERO,20151854-5,AMBRISENTAN 5MG TAB CX30 (XETAM) - XINETIX PHARMA,11.729,AMBRISENTAN,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20151874-2,ESZOPICLONA 3MG TAB CX20 (BONSONO) - EUROFARMA,290.0,ESZOPICLONA,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20151883-2,ESZOPICLONA 2MG TAB CX20 (BONSONO) - EUROFARMA,270.0,ESZOPICLONA,,,,,SIN_REGULACION_CNPMDM,
GILEAD,SOLINSA FEBRERO,20151884-1,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA 50MG+200MG+25MG TAB FCOX30 CX1 (BIKTARVY) - GILEAD,29.0,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA,,,,,SIN_REGULACION_CNPMDM,
EXELTIS,SOLINSA FEBRERO,20152217-9,METFORMINA 750MG TAB LIB PRO CX30 (EXELMET) - EXELTIS,1.65,METFORMINA,,,,,SIN_REGULACION_CNPMDM,
MEGA LIFESCIENCES,SOLINSA FEBRERO,20152346-1,ISOTRETINOINA 10MG CAP CX30 (ACNOTIN) - MEGA LIFESCIENCES,1.69,ISOTRETINOINA,,,,,SIN_REGULACION_CNPMDM,
MEGA LIFESCIENCES,SOLINSA FEBRERO,20152358-1,ALVERINA CITRATO+SIMETICONA 60MG+300MG CAP CX10 (AVARIN) - MEGA LIFESCIENCES,5.425,ALVERINA CITRATO+SIMETICONA,,,,,SIN_REGULACION_CNPMDM,
SUIPHAR,SOLINSA FEBRERO,20152584-1,ADAPALENO+CLINDAMICINA (0.1G+1G)/100G GEL TOP TUBX30G CX1 (ADAPCLIN) - SUIPHAR,46.0,ADAPALENO+CLINDAMICINA,,,,,SIN_REGULACION_CNPMDM,
BAYER,SOLINSA FEBRERO,20152989-2,REGORAFENIB 40MG TAB FCOX28 CX3 (STIVARGA) - BAYER,216.56,REGORAFENIB,,,,,SIN_REGULACION_CNPMDM,
BIOSIMILARS,SOLINSA FEBRERO,20153351-1,PEGFILGRASTIM 6MG/0.6ML SOL INY JERPREX0.6ML CX1 (FULPHILA) - BIOSIMILARS,570.0,PEGFILGRASTIM,,,,,SIN_REGULACION_CNPMDM,
GENFAR,SOLINSA FEBRERO,20153572-1,ETORICOXIB 60MG TAB CX14 - GENFAR,550.0,ETORICOXIB,,,,,SIN_REGULACION_CNPMDM,
LEGRAND,SOLINSA FEBRERO,20154827-1,DARUNAVIR 800MG TAB FCOX30 CX1 (DARUNAX) - LEGRAND,3.6,DARUNAVIR,,,,,SIN_REGULACION_CNPMDM,
LABQUIFAR,SOLINSA FEBRERO,20155033-2,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX100ML CX1 (FIREXIFEN) - LABQUIFAR,3.8,ACETAMINOFEN,,,,,SIN_REGULACION_CNPMDM,
ECAR,SOLINSA FEBRERO,20155046-6,DICLOFENACO 1G/100G (1%) GEL TOP TUBX30G (ATLETIC´S) - ECAR,3.169,DICLOFENACO,,,,,SIN_REGULACION_CNPMDM,
ALCON,SOLINSA FEBRERO,20155242-2,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCO*10ML (SYSTANE COMPLETE) - ALCON,44.02,PROPILENGLICOL,,,,,SIN_REGULACION_CNPMDM,
XINETIX PHARMA,SOLINSA FEBRERO,20155908-5,CAPECITABINA 500MG TAB CX120 (KAPIXA) - XINETIX PHARMA,950.0,CAPECITABINA,,,,,SIN_REGULACION_CNPMDM,
NOVAMED,SOLINSA FEBRERO,20156025-3,FUROATO DE FLUTICASONA 27.5MCG/DOSIS SUSP NAS C*1 FCO SPRAY 120 PULS (8ML) - NOVAMED,24.459,FUROATO DE FLUTICASONA,,,,,SIN_REGULACION_CNPMDM,
BIO ESTERIL,SOLINSA FEBRERO,20156031-1,NAFAZOLINA 1MG/ML (0.1%) SOL OFT GTS FCOX5ML CX1 (NAFOFTALM) - BIO ESTERIL,4.55,NAFAZOLINA,,,,,SIN_REGULACION_CNPMDM,
GENFAR,SOLINSA FEBRERO,20156587-2,LEVETIRACETAM 500MG C*100 TAB - GENFAR,445.0,LEVETIRACETAM,,,,,SIN_REGULACION_CNPMDM,
SIEGFRIED,SOLINSA FEBRERO,20156886-2,LURASIDONA 80MG TAB CX30 (LURAP) - SIEGFRIED,5.79,LURASIDONA,,,,,SIN_REGULACION_CNPMDM,
SIEGFRIED,SOLINSA FEBRERO,20156892-2,LURASIDONA 40MG TAB CX30 (LURAP) - SIEGFRIED,4.01,LURASIDONA,,,,,SIN_REGULACION_CNPMDM,
PFIZER,SOLINSA FEBRERO,20156969-2,TOFACITINIB 10MG FCO*60 TAB (XELJANZ) - PFIZER,80.5,TOFACITINIB,,,,,SIN_REGULACION_CNPMDM,
GLAXOSMITHKLINE,SOLINSA FEBRERO,20156998-1,FUROATO DE FLUTICASONA+UMECLIDINIO+VILANTEROL 100MCG+62.5MCG+25MCG POL INH FCOX30 DOSIS CX1 (TRELEGY ELLIPTA) - GLAXOSMITHKLINE,225.9,FUROATO DE FLUTICASONA+UMECLIDINIO+VILANTEROL,,,,,SIN_REGULACION_CNPMDM,
ROCHE,SOLINSA FEBRERO,20157000-1,ALECTINIB 150MG CAP CX224 (ALECENSA) - ROCHE,86.795,ALECTINIB,,,,,SIN_REGULACION_CNPMDM,
ELI LILLY,SOLINSA FEBRERO,20157001-9,BARICITINIB 4MG TAB CX28 (OLUMIANT) - ELI LILLY,70.95,BARICITINIB,,,,,SIN_REGULACION_CNPMDM,
PFIZER,SOLINSA FEBRERO,20157002-1,AVIBACTAM+CEFTAZIDIMA 0.5G+2G POL INY VIAL CX10 (ZAVICEFTA) - PFIZER,409.0,AVIBACTAM+CEFTAZIDIMA,,,,,SIN_REGULACION_CNPMDM,
MEGALABS,SOLINSA FEBRERO,20157004-1,FINGOLIMOD 0.5MG CAP CX28 (ICLOMOD) - MEGALABS,27.648,FINGOLIMOD,,,,,SIN_REGULACION_CNPMDM,
LEGRAND,SOLINSA FEBRERO,20157006-1,ANAGRELIDA 0.5MG CAP FCOX100 CX1 (GRALIDEX) - LEGRAND,54.5,ANAGRELIDA,,,,,SIN_REGULACION_CNPMDM,
HUMAN BIOSCIENCE,SOLINSA FEBRERO,20157042-1,ACETAMINOFEN+OXICODONA 325MG+20MG TAB CX28 (DEPALGOS) - HUMAN BIOSCIENCE,8.609,ACETAMINOFEN+OXICODONA,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20157290-6,METFORMINA 1000MG TAB LIB PRO CX30 (METSAFE) - MSN,455.0,METFORMINA,,,,,SIN_REGULACION_CNPMDM,
CLOSTER PHARMA,SOLINSA FEBRERO,20157415-4,DEXIBUPROFENO 400MG TAB CX10 (XIALOX) - CLOSTER PHARMA,3.989,DEXIBUPROFENO,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20157620-2,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG TAB CX30 (BREATHEZY - MSN,1.074,LEVOCETIRIZINA+MONTELUKAST,,,,,SIN_REGULACION_CNPMDM,
LAFRANCOL,SOLINSA FEBRERO,20157741-6,ESOMEPRAZOL 20MG TAB LIB RET CX28 (NEDOX) - LAFRANCOL,4.765,ESOMEPRAZOL,,,,,SIN_REGULACION_CNPMDM,
HETERO,SOLINSA FEBRERO,20158154-1,DARBEPOETINA ALFA 40MCG/0.4ML SOL INY C*1 JERPRE X 0.4ML (DARESP) - HETERO,82.02,DARBEPOETINA ALFA,,,,,SIN_REGULACION_CNPMDM,
BIOQUIFAR,SOLINSA FEBRERO,20158225-1,KETOCONAZOL 2G/100G (2%) CREM TOP TUBX30G CX1 (FUNGISTEROL) - BIOQUIFAR,3.312,KETOCONAZOL,,,,,SIN_REGULACION_CNPMDM,
GENFAR,SOLINSA FEBRERO,20158642-2,RIVAROXABAN 20MG TAB CX30 - GENFAR,650.0,RIVAROXABAN,,,,,SIN_REGULACION_CNPMDM,
GENFAR,SOLINSA FEBRERO,20158699-1,RIVAROXABAN 10MG TAB CX10 - GENFAR,829.0,RIVAROXABAN,,,,,SIN_REGULACION_CNPMDM,
GENFAR,SOLINSA FEBRERO,20158710-2,RIVAROXABAN 15MG C*30 TAB - GENFAR,780.0,RIVAROXABAN,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20158718-6,KETOPROFENO 150MG TAB LIB PRO CX10 (BICERTO) - EUROFARMA,495.0,KETOPROFENO,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20158766-2,POMALIDOMIDA 3MG CAP FCOX21 CX1 (IPOPRIN) - MSN,720.5,POMALIDOMIDA,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20158766-3,POMALIDOMIDA 4MG CAP FCOX21 CX1 (IPOPRIN) - MSN,743.0,POMALIDOMIDA,,,,,SIN_REGULACION_CNPMDM,
LAFRANCOL,SOLINSA FEBRERO,20159113-6,ESOMEPRAZOL 40MG TAB LIB RET CX28 (NEDOX) - LAFRANCOL,5.36,ESOMEPRAZOL,,,,,SIN_REGULACION_CNPMDM,
PFIZER,SOLINSA FEBRERO,20159173-1,BEVACIZUMAB 100MG/4ML (25MG/ML) SOL INY VIALX4ML CX1 (ZIRABEV) - PFIZER,285.0,BEVACIZUMAB,,,,,SIN_REGULACION_CNPMDM,
PROCAPS,SOLINSA FEBRERO,20159461-3,AZTREONAM 1G POL INY VIAL CX10 (TREONAX) - PROCAPS,10.193,AZTREONAM,,,,,SIN_REGULACION_CNPMDM,
VICAR,SOLINSA FEBRERO,20159905-1,MEROPENEM 500MG POL INY VIAL CX10 - VICAR,6.9,MEROPENEM,,,,,SIN_REGULACION_CNPMDM,
MOMENTA FARMACEUTICA,SOLINSA FEBRERO,20160725-2,RISPERIDONA 3MG C*30 TAB (ISPERIN) - MOMENTA FARMACEUTICA,183.0,RISPERIDONA,,,,,SIN_REGULACION_CNPMDM,
MOMENTA FARMACEUTICA,SOLINSA FEBRERO,20160734-2,RISPERIDONA 2MG TAB CX30 (ISPERIN) - MOMENTA FARMACEUTICA,140.0,RISPERIDONA,,,,,SIN_REGULACION_CNPMDM,
MOMENTA FARMACEUTICA,SOLINSA FEBRERO,20160735-2,RISPERIDONA 1MG TAB CX30 (ISPERIN) - MOMENTA FARMACEUTICA,149.0,RISPERIDONA,,,,,SIN_REGULACION_CNPMDM,
IPCA,SOLINSA FEBRERO,20160917-1,RAMIPRIL 5MG CAP CX28 (IPCA RAMCOR-5) - IPCA,2.999,RAMIPRIL,,,,,SIN_REGULACION_CNPMDM,
CHIESI FARMACEUTICI,SOLINSA FEBRERO,20161093-1,BECLOMETASONA+FORMOTEROL FUMARATO 100MCG+6MCG POL INH BUC FCOX120DOSIS (FOSTER NEXTHALER) - CHIESI FARMACEUTICI,139.854,BECLOMETASONA+FORMOTEROL FUMARATO,,,,,SIN_REGULACION_CNPMDM,
HUMAX,SOLINSA FEBRERO,20162036-2,ACIDO TRANEXAMICO 500MG TAB CX10 (FIBRILOK) - HUMAX,614.0,ACIDO TRANEXAMICO,,,,,SIN_REGULACION_CNPMDM,
VITALIS,SOLINSA FEBRERO,20162259-4,METOCLOPRAMIDA 10MG/2ML SOL INY C*100 AMP X 2ML - VITALIS,691.0,METOCLOPRAMIDA,,,,,SIN_REGULACION_CNPMDM,
COLMED,SOLINSA FEBRERO,20162322-3,AMPICILINA+SULBACTAM 1G+0.5G POL INY VIAL CX10 (SULPITAM) - COLMED,4.8,AMPICILINA+SULBACTAM,,,,,SIN_REGULACION_CNPMDM,
MONTE VERDE,SOLINSA FEBRERO,20162350-1,BRIVARACETAM 25MG TAB CX30 (BRIVAXON) - MONTE VERDE,3.933,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
MONTE VERDE,SOLINSA FEBRERO,20162350-4,BRIVARACETAM 50MG TAB CX30 (BRIVAXON) - MONTE VERDE,7.8,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
MONTE VERDE,SOLINSA FEBRERO,20162350-7,BRIVARACETAM 100MG TAB CX30 (BRIVAXON) - MONTE VERDE,14.1,BRIVARACETAM,,,,,SIN_REGULACION_CNPMDM,
PROCAPS,SOLINSA FEBRERO,20162849-3,ACIDO ACETILSALICILICO 150MG TAB CX30 (ECLAMP) - PROCAPS,1.754,ACIDO ACETILSALICILICO,,,,,SIN_REGULACION_CNPMDM,
ECAR,SOLINSA FEBRERO,20163014-1,METRONIDAZOL 250MG/5ML SUSP ORL FCOX120ML (NARANJA) - ECAR,4.496,METRONIDAZOL,,,,,SIN_REGULACION_CNPMDM,
NECTAR LIFESCIENCES LIMITED,SOLINSA FEBRERO,20163216-4,CEFUROXIMA 750MG POL INY VIAL+DIL CX1 (CEFOME) - NECTAR LIFESCIENCES LIMITED,5.98,CEFUROXIMA,,,,,SIN_REGULACION_CNPMDM,
MSN,SOLINSA FEBRERO,20163351-1,TICAGRELOR 90MG TAB CX30 (TIARE) - MSN,1.116,TICAGRELOR,,,,,SIN_REGULACION_CNPMDM,
PROFAMILIA,SOLINSA FEBRERO,20163936-1,DROSPIRENONA+ETINILESTRADIOL 3MG+0.03MG TAB CX28 (OZELA) - PROFAMILIA,652.0,DROSPIRENONA+ETINILESTRADIOL,,,,,SIN_REGULACION_CNPMDM,
AUROBINDO,SOLINSA FEBRERO,20165068-1,MIRTAZAPINA 30MG TAB ORODISP CX30 (AUROZAPINE OD) - AUROBINDO,337.0,MIRTAZAPINA,,,,,SIN_REGULACION_CNPMDM,
BIOTOSCANA,SOLINSA FEBRERO,20165217-1,LENVATINIB 4MG CAP CX30 (LENVIMA) - BIOTOSCANA,229.999,LENVATINIB,,,,,SIN_REGULACION_CNPMDM,
PFIZER,SOLINSA FEBRERO,20165652-3,TALAZOPARIB 0.25MG C*1 FCO X 30 CAP (TALZENNA) - PFIZER,235.0,TALAZOPARIB,,,,,SIN_REGULACION_CNPMDM,
EUROFARMA,SOLINSA FEBRERO,20165661-1,BETAMETASONA+GENTAMICINA (0.05G+0.1G)/100G CREM TOP TUBX20G CX1 (TROK G) - EUROFARMA,14.3,BETAMETASONA+GENTAMICINA,,,,,SIN_REGULACION_CNPMDM,
NOVAMED,SOLINSA FEBRERO,20165729-5,ALIZAPRIDA 12MG/ML SOL ORL GTS FCOX15ML CX1 (SISPRAD) - NOVAMED,9.9,ALIZAPRIDA,,,,,SIN_REGULACION_CNPMDM,
PROCLIN PHARMA,SOLINSA FEBRERO,20165950-2,CLARITROMICINA 500MG POL INY VIAL CX10 - PROCLIN PHARMA,10.352,CLARITROMICINA,,,,,SIN_REGULACION_CNPMDM,
CADILA HEALTHCARE LIMITED,SOLINSA FEBRERO,20166087-3,LACOSAMIDA 150MG TAB LIB RET CX30 (LENIZAD) - CADILA HEALTHCARE LIMITED,1.96,LACOSAMIDA,,,,,SIN_REGULACION_CNPMDM,
GENBIE,SOLINSA FEBRERO,20166155-1,BENDAMUSTINA 100MG POL INY VIAL CX1 (GENSTINA) - GENBIE,252.8,BENDAMUSTINA,,,,,SIN_REGULACION_CNPMDM,
AMGEN,SOLINSA FEBRERO,20166381-1,ROMOSOZUMAB 90MG/ML SOL INY JERPRE X 1.17 ML CX2 (EVENITY) - AMGEN,660.381,ROMOSOZUMAB,,,,,SIN_REGULACION_CNPMDM,
NOVAMED,SOLINSA FEBRERO,20166399-2,ALIZAPRIDA 50MG TAB CX20 (SISPRAD) - NOVAMED,2.174,ALIZAPRIDA,,,,,SIN_REGULACION_CNPMDM,
LEGRAND,SOLINSA FEBRERO,20166878-2,OXICODONA 10MG C*30 TAB LIB PRO (ENDOL ER) - LEGRAND,489.0,OXICODONA,,,,,SIN_REGULACION_CNPMDM,
THE LABS,SOLINSA FEBRERO,20167292-1,DARUNAVIR+RITONAVIR 800MG+100MG FCO*30 TAB (FURTHAS R) - THE LABS,5.257,DARUNAVIR+RITONAVIR,,,,,SIN_REGULACION_CNPMDM,
